Property ID,Link,Address,Property Type,Sales,First Sale Type,First Sale Date,First Sale Price,Sales Count,Page Number
randvolden-11-2730-herlev-01636330__11_______,/adresse/randvolden-11-2730-herlev-01636330__11_______,Randvolden 11,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Randvolden 112730 Herlev"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 25052012.0, ""Raw Price"": ""25-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""01-09-2004"", ""Raw Sale Date"": ""01-09-2004"", ""Price"": 2695000.0, ""Raw Price"": ""2.695.000""}]",Foreclosure,Tvangsauktion,25052012.0,2,12
skjeberg-alle-33-0-tv-2630-taastrup-01696800__33_st__tv,/adresse/skjeberg-alle-33-0-tv-2630-taastrup-01696800__33_st__tv,"Skjeberg Alle 33, st. tv.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Skjeberg Alle 33, st. tv.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 23052012.0, ""Raw Price"": ""23-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""11-12-2006"", ""Raw Sale Date"": ""11-12-2006"", ""Price"": 1125000.0, ""Raw Price"": ""1.125.000""}]",Foreclosure,Tvangsauktion,23052012.0,2,12
mosebyvej-48-0-2730-herlev-01635859__48_st____,/adresse/mosebyvej-48-0-2730-herlev-01635859__48_st____,"Mosebyvej 48, st.",Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Mosebyvej 48, st.2730 Herlev"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 23052012.0, ""Raw Price"": ""23-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-08-2003"", ""Raw Sale Date"": ""04-08-2003"", ""Price"": 1450000.0, ""Raw Price"": ""1.450.000""}]",Foreclosure,Tvangsauktion,23052012.0,2,12
roedovrevej-321-1-th-2610-roedovre-01750705_321__1__th,/adresse/roedovrevej-321-1-th-2610-roedovre-01750705_321__1__th,"Rødovrevej 321, 1. th.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""R\u00f8dovrevej 321, 1. th.2610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 22052012.0, ""Raw Price"": ""22-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""04-02-2009"", ""Raw Sale Date"": ""04-02-2009"", ""Price"": 1250000.0, ""Raw Price"": ""1.250.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""13-07-1993"", ""Raw Sale Date"": ""13-07-1993"", ""Price"": 425480.0, ""Raw Price"": ""425.480""}]",Foreclosure,Tvangsauktion,22052012.0,3,12
vibeholms-alle-14-2605-broendby-01530791__14_______,/adresse/vibeholms-alle-14-2605-broendby-01530791__14_______,Vibeholms Allé 14,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vibeholms All\u00e9 142605 Br\u00f8ndby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 21052012.0, ""Raw Price"": ""21-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""12-09-2006"", ""Raw Sale Date"": ""12-09-2006"", ""Price"": 8800000.0, ""Raw Price"": ""8.800.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""10-05-1996"", ""Raw Sale Date"": ""10-05-1996"", ""Price"": 1400000.0, ""Raw Price"": ""1.400.000""}]",Foreclosure,Tvangsauktion,21052012.0,3,12
soeborg-hovedgade-7-1-2870-dyssegaard-01570821___7__1____,/adresse/soeborg-hovedgade-7-1-2870-dyssegaard-01570821___7__1____,"Søborg Hovedgade 7, 1.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""S\u00f8borg Hovedgade 7, 1.2870 Dysseg\u00e5rd"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 16052012.0, ""Raw Price"": ""16-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-03-1994"", ""Raw Sale Date"": ""02-03-1994"", ""Price"": 900000.0, ""Raw Price"": ""900.000""}]",Foreclosure,Tvangsauktion,16052012.0,2,12
leen-b-1-0-4-2630-taastrup-01694316___1_st___4,/adresse/leen-b-1-0-4-2630-taastrup-01694316___1_st___4,"Leen B 1, st. 4.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Leen B 1, st. 4.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 15052012.0, ""Raw Price"": ""15-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-01-2009"", ""Raw Sale Date"": ""09-01-2009"", ""Price"": 595000.0, ""Raw Price"": ""595.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-01-2003"", ""Raw Sale Date"": ""02-01-2003"", ""Price"": 594607.0, ""Raw Price"": ""594.607""}]",Foreclosure,Tvangsauktion,15052012.0,3,12
tvaervej-14a-2640-hedehusene-01698878_14a_______,/adresse/tvaervej-14a-2640-hedehusene-01698878_14a_______,Tværvej 14A,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tv\u00e6rvej 14A2640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9052012.0, ""Raw Price"": ""09-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""13-10-2006"", ""Raw Sale Date"": ""13-10-2006"", ""Price"": 2000000.0, ""Raw Price"": ""2.000.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-05-2002"", ""Raw Sale Date"": ""24-05-2002"", ""Price"": 825000.0, ""Raw Price"": ""825.000""}]",Foreclosure,Tvangsauktion,9052012.0,3,12
tvaervej-14b-2640-hedehusene-01698878_14b_______,/adresse/tvaervej-14b-2640-hedehusene-01698878_14b_______,Tværvej 14B,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tv\u00e6rvej 14B2640 Hedehusene"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 9052012.0, ""Raw Price"": ""09-05-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""13-10-2006"", ""Raw Sale Date"": ""13-10-2006"", ""Price"": 2000000.0, ""Raw Price"": ""2.000.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-05-2002"", ""Raw Sale Date"": ""24-05-2002"", ""Price"": 825000.0, ""Raw Price"": ""825.000""}]",Foreclosure,Tvangsauktion,9052012.0,3,12
roedovrevej-311-1-mf-2610-roedovre-01750705_311__1__mf,/adresse/roedovrevej-311-1-mf-2610-roedovre-01750705_311__1__mf,"Rødovrevej 311, 1. mf.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""R\u00f8dovrevej 311, 1. mf.2610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 25042012.0, ""Raw Price"": ""25-04-2012""}, {""Sale Type"": ""Family Sale"", ""Raw Sale Type"": ""Familie handel"", ""Sale Date"": ""22-12-2005"", ""Raw Sale Date"": ""22-12-2005"", ""Price"": 578000.0, ""Raw Price"": ""578.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-10-1998"", ""Raw Sale Date"": ""02-10-1998"", ""Price"": 315000.0, ""Raw Price"": ""315.000""}]",Foreclosure,Tvangsauktion,25042012.0,3,12
vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,/adresse/vejlegaardsparken-2-3-37-2665-vallensbaek-strand-01879267___2__3__37,"Vejlegårdsparken 2, 3. 37.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejleg\u00e5rdsparken 2, 3. 37.2665 Vallensb\u00e6k Strand"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 25042012.0, ""Raw Price"": ""25-04-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""10-12-2005"", ""Raw Sale Date"": ""10-12-2005"", ""Price"": 925000.0, ""Raw Price"": ""925.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-09-2001"", ""Raw Sale Date"": ""09-09-2001"", ""Price"": 615000.0, ""Raw Price"": ""615.000""}]",Foreclosure,Tvangsauktion,25042012.0,3,12
kanaltorvet-8-3-33-2620-albertslund-01650257___8__3__33,/adresse/kanaltorvet-8-3-33-2620-albertslund-01650257___8__3__33,"Kanaltorvet 8, 3. 33.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Kanaltorvet 8, 3. 33.2620 Albertslund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 23042012.0, ""Raw Price"": ""23-04-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""27-11-2006"", ""Raw Sale Date"": ""27-11-2006"", ""Price"": 1020000.0, ""Raw Price"": ""1.020.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""14-01-1998"", ""Raw Sale Date"": ""14-01-1998"", ""Price"": 346980.0, ""Raw Price"": ""346.980""}]",Foreclosure,Tvangsauktion,23042012.0,3,12
hvidovrevej-180-1-102-2650-hvidovre-01674032_180__1_102,/adresse/hvidovrevej-180-1-102-2650-hvidovre-01674032_180__1_102,"Hvidovrevej 180, 1. 102.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hvidovrevej 180, 1. 102.2650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 18042012.0, ""Raw Price"": ""18-04-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""25-02-2005"", ""Raw Sale Date"": ""25-02-2005"", ""Price"": 743638.0, ""Raw Price"": ""743.638""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""11-07-2001"", ""Raw Sale Date"": ""11-07-2001"", ""Price"": 559900.0, ""Raw Price"": ""559.900""}]",Foreclosure,Tvangsauktion,18042012.0,3,12
moelleaaparken-57-1-b-2800-kongens-lyngby-01730601__57__1___b,/adresse/moelleaaparken-57-1-b-2800-kongens-lyngby-01730601__57__1___b,"Mølleåparken 57, 1. b.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""M\u00f8lle\u00e5parken 57, 1. b.2800 Kongens Lyngby"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 18042012.0, ""Raw Price"": ""18-04-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""16-05-2005"", ""Raw Sale Date"": ""16-05-2005"", ""Price"": 1225000.0, ""Raw Price"": ""1.225.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""24-10-1999"", ""Raw Sale Date"": ""24-10-1999"", ""Price"": 779000.0, ""Raw Price"": ""779.000""}]",Foreclosure,Tvangsauktion,18042012.0,3,12
brannersvej-25-1-59-2920-charlottenlund-01570078__25__1__59,/adresse/brannersvej-25-1-59-2920-charlottenlund-01570078__25__1__59,"Brannersvej 25, 1. 59.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Brannersvej 25, 1. 59.2920 Charlottenlund"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 18042012.0, ""Raw Price"": ""18-04-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-12-2002"", ""Raw Sale Date"": ""18-12-2002"", ""Price"": 1025000.0, ""Raw Price"": ""1.025.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""27-04-1999"", ""Raw Sale Date"": ""27-04-1999"", ""Price"": 714000.0, ""Raw Price"": ""714.000""}]",Foreclosure,Tvangsauktion,18042012.0,3,13
multebaervaenget-15-2650-hvidovre-01675764__15_______,/adresse/multebaervaenget-15-2650-hvidovre-01675764__15_______,Multebærvænget 15,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Multeb\u00e6rv\u00e6nget 152650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 10042012.0, ""Raw Price"": ""10-04-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-09-1996"", ""Raw Sale Date"": ""09-09-1996"", ""Price"": 787700.0, ""Raw Price"": ""787.700""}]",Foreclosure,Tvangsauktion,10042012.0,2,13
vejlebrovej-86-2-2-2635-ishoej-01830850__86__2___2,/adresse/vejlebrovej-86-2-2-2635-ishoej-01830850__86__2___2,"Vejlebrovej 86, 2. 2.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vejlebrovej 86, 2. 2.2635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 4042012.0, ""Raw Price"": ""04-04-2012""}]",Foreclosure,Tvangsauktion,4042012.0,1,13
gammel-klausdalsbrovej-565-2730-herlev-01632030_565_______,/adresse/gammel-klausdalsbrovej-565-2730-herlev-01632030_565_______,Gammel Klausdalsbrovej 565,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gammel Klausdalsbrovej 5652730 Herlev"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 28032012.0, ""Raw Price"": ""28-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""07-05-2001"", ""Raw Sale Date"": ""07-05-2001"", ""Price"": 908000.0, ""Raw Price"": ""908.000""}]",Foreclosure,Tvangsauktion,28032012.0,2,13
horsbred-123-2625-vallensbaek-01872449_123_______,/adresse/horsbred-123-2625-vallensbaek-01872449_123_______,Horsbred 123,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Horsbred 1232625 Vallensb\u00e6k"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 26032012.0, ""Raw Price"": ""26-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""14-08-1998"", ""Raw Sale Date"": ""14-08-1998"", ""Price"": 1495055.0, ""Raw Price"": ""1.495.055""}]",Foreclosure,Tvangsauktion,26032012.0,2,13
bovang-18-2660-broendby-strand-01530036__18_______,/adresse/bovang-18-2660-broendby-strand-01530036__18_______,Bovang 18,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Bovang 182660 Br\u00f8ndby Strand"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 20032012.0, ""Raw Price"": ""20-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""10-07-2007"", ""Raw Sale Date"": ""10-07-2007"", ""Price"": 3200000.0, ""Raw Price"": ""3.200.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""12-01-1993"", ""Raw Sale Date"": ""12-01-1993"", ""Price"": 775000.0, ""Raw Price"": ""775.000""}]",Foreclosure,Tvangsauktion,20032012.0,3,13
h-p-olsens-vaenge-32-2630-taastrup-01692950__32_______,/adresse/h-p-olsens-vaenge-32-2630-taastrup-01692950__32_______,H P Olsens Vænge 32,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""H P Olsens V\u00e6nge 322630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 19032012.0, ""Raw Price"": ""19-03-2012""}]",Foreclosure,Tvangsauktion,19032012.0,1,13
augustvej-2-2860-soeborg-01590033___2_______,/adresse/augustvej-2-2860-soeborg-01590033___2_______,Augustvej 2,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Augustvej 22860 S\u00f8borg"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 14032012.0, ""Raw Price"": ""14-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-04-2007"", ""Raw Sale Date"": ""09-04-2007"", ""Price"": 2850000.0, ""Raw Price"": ""2.850.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""17-05-1999"", ""Raw Sale Date"": ""17-05-1999"", ""Price"": 1162590.0, ""Raw Price"": ""1.162.590""}]",Foreclosure,Tvangsauktion,14032012.0,3,13
loenborgvej-1-2650-hvidovre-01675555___1_______,/adresse/loenborgvej-1-2650-hvidovre-01675555___1_______,Lønborgvej 1,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""L\u00f8nborgvej 12650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 12032012.0, ""Raw Price"": ""12-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""07-05-2007"", ""Raw Sale Date"": ""07-05-2007"", ""Price"": 2600000.0, ""Raw Price"": ""2.600.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""19-03-1997"", ""Raw Sale Date"": ""19-03-1997"", ""Price"": 1029000.0, ""Raw Price"": ""1.029.000""}]",Foreclosure,Tvangsauktion,12032012.0,3,13
gammel-koege-landevej-266-1-d-2650-hvidovre-01672807_266__1___d,/adresse/gammel-koege-landevej-266-1-d-2650-hvidovre-01672807_266__1___d,"Gammel Køge Landevej 266, 1. d.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gammel K\u00f8ge Landevej 266, 1. d.2650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 12032012.0, ""Raw Price"": ""12-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""17-01-2007"", ""Raw Sale Date"": ""17-01-2007"", ""Price"": 1395000.0, ""Raw Price"": ""1.395.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-01-2000"", ""Raw Sale Date"": ""18-01-2000"", ""Price"": 505755.0, ""Raw Price"": ""505.755""}]",Foreclosure,Tvangsauktion,12032012.0,3,13
lindebo-21-1-126-2630-taastrup-01694470__21__1_126,/adresse/lindebo-21-1-126-2630-taastrup-01694470__21__1_126,"Lindebo 21, 1. 126.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Lindebo 21, 1. 126.2630 Taastrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 7032012.0, ""Raw Price"": ""07-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-09-2010"", ""Raw Sale Date"": ""02-09-2010"", ""Price"": 675000.0, ""Raw Price"": ""675.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""02-09-2010"", ""Raw Sale Date"": ""02-09-2010"", ""Price"": 675000.0, ""Raw Price"": ""675.000""}]",Foreclosure,Tvangsauktion,7032012.0,3,13
malervangen-14-2600-glostrup-01610001__14_______,/adresse/malervangen-14-2600-glostrup-01610001__14_______,Malervangen 14,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Malervangen 142600 Glostrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 5032012.0, ""Raw Price"": ""05-03-2012""}, {""Sale Type"": ""Other"", ""Raw Sale Type"": ""Andet"", ""Sale Date"": ""17-03-2008"", ""Raw Sale Date"": ""17-03-2008"", ""Price"": 935000.0, ""Raw Price"": ""935.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""07-09-2005"", ""Raw Sale Date"": ""07-09-2005"", ""Price"": 816599.0, ""Raw Price"": ""816.599""}]",Foreclosure,Tvangsauktion,5032012.0,3,13
gammelgaards-alle-7-4-43-2665-vallensbaek-strand-01871704___7__4__43,/adresse/gammelgaards-alle-7-4-43-2665-vallensbaek-strand-01871704___7__4__43,"Gammelgårds Alle 7, 4. 43.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Gammelg\u00e5rds Alle 7, 4. 43.2665 Vallensb\u00e6k Strand"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 5032012.0, ""Raw Price"": ""05-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""15-02-1995"", ""Raw Sale Date"": ""15-02-1995"", ""Price"": 242000.0, ""Raw Price"": ""242.000""}]",Foreclosure,Tvangsauktion,5032012.0,2,13
mosehusvej-4-2610-roedovre-01750580___4_______,/adresse/mosehusvej-4-2610-roedovre-01750580___4_______,Mosehusvej 4,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Mosehusvej 42610 R\u00f8dovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 5032012.0, ""Raw Price"": ""05-03-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""30-06-2003"", ""Raw Sale Date"": ""30-06-2003"", ""Price"": 2053662.0, ""Raw Price"": ""2.053.662""}]",Foreclosure,Tvangsauktion,5032012.0,2,13
margrethevej-33-1-2900-hellerup-01570547__33__1____,/adresse/margrethevej-33-1-2900-hellerup-01570547__33__1____,"Margrethevej 33, 1.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Margrethevej 33, 1.2900 Hellerup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 2032012.0, ""Raw Price"": ""02-03-2012""}, {""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tvangsauktion"", ""Sale Date"": ""02-03-2012"", ""Raw Sale Date"": ""02-03-2012"", ""Price"": 4100000.0, ""Raw Price"": ""4.100.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-08-2004"", ""Raw Sale Date"": ""18-08-2004"", ""Price"": 2800000.0, ""Raw Price"": ""2.800.000""}]",Foreclosure,Tvangsauktion,2032012.0,3,13
margrethevej-33-0-2900-hellerup-01570547__33_st____,/adresse/margrethevej-33-0-2900-hellerup-01570547__33_st____,"Margrethevej 33, st.",Villalejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Margrethevej 33, st.2900 Hellerup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 2032012.0, ""Raw Price"": ""02-03-2012""}, {""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Tvangsauktion"", ""Sale Date"": ""02-03-2012"", ""Raw Sale Date"": ""02-03-2012"", ""Price"": 4100000.0, ""Raw Price"": ""4.100.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""18-08-2004"", ""Raw Sale Date"": ""18-08-2004"", ""Price"": 2800000.0, ""Raw Price"": ""2.800.000""}]",Foreclosure,Tvangsauktion,2032012.0,3,13
h-c-bojsensvej-15-2650-hvidovre-01673315__15_______,/adresse/h-c-bojsensvej-15-2650-hvidovre-01673315__15_______,H C Bojsensvej 15,Villa,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""H C Bojsensvej 152650 Hvidovre"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 15022012.0, ""Raw Price"": ""15-02-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""14-07-1995"", ""Raw Sale Date"": ""14-07-1995"", ""Price"": 804540.0, ""Raw Price"": ""804.540""}]",Foreclosure,Tvangsauktion,15022012.0,2,13
hortensiavej-9-0-2600-glostrup-01610208___9_st____,/adresse/hortensiavej-9-0-2600-glostrup-01610208___9_st____,"Hortensiavej 9, st.",Ejerlejlighed,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Hortensiavej 9, st.2600 Glostrup"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 15022012.0, ""Raw Price"": ""15-02-2012""}]",Foreclosure,Tvangsauktion,15022012.0,1,13
vildtbaneparken-75-2635-ishoej-01830889__75_______,/adresse/vildtbaneparken-75-2635-ishoej-01830889__75_______,Vildtbaneparken 75,Rækkehus,"[{""Sale Type"": ""Foreclosure"", ""Raw Sale Type"": ""Vildtbaneparken 752635 Ish\u00f8j"", ""Sale Date"": ""Tvangsauktion"", ""Raw Sale Date"": ""Tvangsauktion"", ""Price"": 7022012.0, ""Raw Price"": ""07-02-2012""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""30-01-2008"", ""Raw Sale Date"": ""30-01-2008"", ""Price"": 2100000.0, ""Raw Price"": ""2.100.000""}, {""Sale Type"": ""Free Sale"", ""Raw Sale Type"": ""Fri handel"", ""Sale Date"": ""09-08-1995"", ""Raw Sale Date"": ""09-08-1995"", ""Price"": 827600.0, ""Raw Price"": ""827.600""}]",Foreclosure,Tvangsauktion,7022012.0,3,13
